Date,Nifty,Axis Equity Hybrid Fund,Canara Robeco Equity Hybrid Fund,DSP Equity & Bond Fund,Franklin India Equity Hybrid Fund,HDFC Hybrid Equity Fund,ICICI Prudential Equity & Debt Fund,Kotak Equity Hybrid Fund,Mirae Asset Hybrid Equity Fund,Motilal Oswal Equity Hybrid Fund,Nippon India Equity Hybrid Fund,PGIM India Hybrid Equity Fund,Quant Absoute,SBI EQUITY HYBRID FUND,Tata Hybrid Equity Fund,Aditya Birla Sun Life Balanced Advantage Fund,Axis Balanced Advantage Fund,Edelweiss Balanced Advantage Fund,HDFC Balanced Advantage Fund,ICICI Prudential Balanced Advantage Fund,Kotak Balanced Advantage Fund,Nippon India Balanced Advantage Fund,PGIM India Balanced Advantage Fund,SBI Balanced Advantage Fund,Tata Balanced Advantage Fund,ICICI Prudential Nifty Bank Index Fund,Motilal Oswal Nifty Bank Index Fund,HDFC Hybrid Debt Fund,Invesco India Contra Fund,Kotak India EQ Contra Fund,SBI Contra Fund,Aditya Birla Sun Life Dividend Yield Fund,Franklin Templeton India Equity Income Fund,HDFC Dividend Yield Fund,ICICI Prudential Dividend Yield Equity Fund,Tata Dividend Yield Fund,UTI Dividend Yield Fund,Axis Long Term Equity Fund,Canara Robeco Equity Tax Saver Fund,DSP Tax Saver Fund,Franklin India Taxshield,HDFC Tax Saver Fund,ICICI Prudential Long Term Equity Fund,Kotak Tax Saver Fund,Mirae Asset Tax Saver Fund,Motilal Oswal Long Term Equity Fund,Nippon India Tax Saver Fund,Quant Tax Plan,SBI Long Term Equity Fund,Tata India Tax Savings Fund,Aditya Birla Sun Life Flexi Cap Fund,Axis Flexi Cap Fund,Canara Robeco Flexi Cap Fund,DSP Flexi Cap Fund,HDFC Flexi Cap Fund,ICICI Prudential Flexi Cap Fund,Kotak Flexi Cap Fund,Motilal Oswal Flexi Cap Fund,Nippon India Flexi Cap Fund,Parag Parikh Flexi Cap Fund,PGIM India Flexi Cap,Quant Flexi Cap Fund,SBI Flexi Cap Fund,Tata Flexi Cap Fund,UTI Flexi CAP Fund,Aditya Birla Sunlife Focused Equity Fund,Axis Focused 25 Fund,Canara Robeco Focused Equity Fund,DSP Focused Fund,Franklin India Focused Fund,HDFC Focused 30 Fund,ICICI Prudential Focused Equity Fund,Mirae Asset Focused Fund,Nippon India Focused Equity Fund,Quant Focused Fund,SBI Focussed Equity Fund,Tata Focused Equity Fund,HDFC Asset Allocator FoF,ICICI Pru Asset Allocator FoF,DSP Global Innovation FOF,Mirae FANG+ Fund of Funds,PGIM India Global Equity Opportunities Fund,Axis Greater China,ICICI Prudential Thematic Advantage Fund,Nippon India Taiwan Equity Fund,Aditya Birla Sun Life Equity Advantage Fund,Axis Growth Opportunities Fund,Canara Robeco Emerging Equities,DSP Equity Opportunities,HDFC Large & Mid Cap,ICICI Prudential Large and Mid Cap Fund,Kotak Equity Opportunities,Mirae Asset Emerging Blue Chip,Nippon India Vision Fund,Quant Large and Mid Cap,SBI Large & Mid Cap,Tata Large & Mid Cap,Aditya Birla Sun Life Frontline Equity Fund,Axis Blue Chip,Canara Robeco Blue Chip,DSP Top 100 Equity Fund,Franklin INDIA Bluechip Fund,HDFC Top 100 Fund,ICICI Prudential Blue Chip,Kotak Blue Chip,Mirae Asset Large Cap Fund,Nippon India Large Cap,PGIM India Large Cap,SBI Blue Chip,Tata Large Cap Fund,UTI Mastershare,Aditya Birla Sun Life MIDCAP Fund,Axis Mid Cap Fund,DSP Mid Cap Fund,Franklin India Prima Fund,HDFC Mid Cap Opportunities Fund,ICICI Prudential Mid Cap Fund,Kotak Emerging Equities Fund,Mirae Asset Mid Cap Fund,Motilal Oswal Midcap 30 Fund,Nippon India Growth Fund,PGIM India Mid Cap Opportunities Fund ,PGIM India Midcap Opportunities,Quant Mid Cap Fund,SBI Magnum Mid Cap Fund,Tata Mid Cap Fund,Axis Multi Asset Allocation Fund,HDFC Multi Asset Allocation Fund,ICICI Prudential Multi Asset Allocation Fund,SBI MULTI ASSET ALLOCATION FUND,Aditya Birla Sun Life Multi-Cap Fund,Axis Multicap Fund,HDFC Multi Cap Fund,ICICI Prudential Multi Cap Fund,Kotak Multicap Fund,Nippon India Multi Cap Fund,Quant Active,SBI Multicap Fund,Axis Nifty 50 Index Fund,DSP Nifty 50 Index Fund,HDFC Index Fund-NIFTY 50 Plan,ICICI Prudential Nifty 50 Index Fund,Kotak Nifty 50 Index Fund,Motilal Oswal Nifty 50 Index Fund,SBI NIFTY INDEX FUND,Axis Nifty Next 50 Index Fund,DSP Nifty Next 50 Index Fund,HDFC Nifty Next 50 Index Fund,ICICI Prudential Nifty Next 50 Index Fund,Kotak Nifty Next 50 Index Fund,Motilal Oswal Nifty Next 50 Index Fund,SBI Nifty Next 50 Index Fund,ICICI Pru Nifty 50,HDFC Banking and Financial Services Fund,ICICI Prudential Banking and Financial Services Fund,Mirae Asset Banking and Financial Services Fund,Nippon India Banking and Financial Services Fund,SBI Banking and Financial Services Fund,Tata Banking and Financial Services Fund,Canara Robeco Consumer Trends,ICICI Prudential BHARAT Consumption Fund,Mirae Asset Great Consumer Fund,Nippon India Consumption Fund,Tata India Consumer Fund,DSP Healthcare Fund,ICICI Prudential Pharma Healthcare & Diagnostic Fund,Mirae Asset Healthcare Fund,Nippon India Pharma Fund,SBI Healthcare Opportunities Fund,Tata India Pharma & Healthcare Fund,Franklin Build India Fund,ICICI Prudential FMCG Fund,SBI Consumption Opportunities Fund,ICICI Prudential Technology Fund,SBI Technology Opportunities Fund,Tata Digital India Fund,Aditya Birla Sun Life Smallcap Fund,Axis Small cap,Canara Robeco Small Cap Fund,DSP Small Cap,Franklin India Smaller Companies Fund,HDFC Small Cap Fund,ICICI Prudential Smallcap Fund,Kotak Small Cap Fund,Nippon India Small Cap Fund,PGIM India Small Cap,Quant Small Cap,SBI Small Cap,Tata Small Cap Fund,UTI Small Cap Fund,Axis ESG Fund,Axis Quant Fund,ICICI Prudential MNC Fund,ICICI Prudential Business Cycle Fund,ICICI Prudential Quant Fund,India Opportunities Fund,QUANT ESG Equity Fund,SBI Equity Minimum Variance Fund,SBI Magnum Equity ESG Fund,Tata Ethical Fund,Axis Value Fund,Canara Robeco Value Fund,HDFC Capital Builder Value Fund,ICICI Prudential Value Discovery,Nippon India Value Fund,Quant Value Fund,Tata Equity P/E Fund,Quant Multi Asset (G),Quant Quantamental Fund Reg (G),ICICI Prudential Nifty Auto ETF,HDFC MNC Fund (G),Quant Large Cap (G),ICICI Prudential PSU Equity Fund (G),ICICI Prudential US Bluechip Fund (G),Nippon India US Equity Opportunities Fund (G),SBl Nifty Bank ETF,ICICI Pru Equity Savings,HDFC Equity Savings,SBI Equity Savings Fund,HDFC Infrastructure Fund (G),CANARA ROBECO INFRASTRUCTURE FUND (G)
2018-01-02,10442.2001953125,,147.49,149.799,116.7374,57.719,130.18,24.804,13.735,,55.2311,67.29,133.1661,127.5204,209.0375,50.97,10.38,22.37,189.071,33.45,,85.9645,,,,,,44.1945,47.37,48.373,121.3438,182.99,48.1923,,18.56,,62.8848,41.3553,59.52,48.119,561.5426,555.719,356.02,42.694,16.887,18.0456,68.5172,94.3223,149.0742,18.3083,726.03,10.09,123.73,38.993,646.291,,33.306,26.942,,23.3195,13.6,28.4721,48.3844,,129.8184,58.4766,26.36,,22.903,41.2996,87.205,29.63,,50.8408,33.5271,136.2377,,,49.1967,11.4563,,15.52,,68.9731,,444.73,,97.24,228.722,112.201,333.87,118.523,52.571,613.5956,39.5827,224.0206,212.263,221.03,25.1,22.47,200.316,461.3551,460.339,40.58,224.114,47.949,33.073,160.74,38.5402,50.4145,115.7499,336.04,34.09,57.862,1012.108,59.739,106.29,41.658,,27.7215,1206.0014,15.85,20.84,57.1372,86.1487,150.4399,18.2791,31.2838,262.3808,25.9145,,,,280.12,,96.8177,179.6707,,,,93.5224,100.2818,,,88.8575,,,,27.1714,,,,,,60.52,,266.612,15.0431,16.9868,36.59,,33.354,70.3638,17.8918,,,,143.0736,131.1109,8.909,43.751,220.37,118.8621,47.45,50.512,11.1415,44.4268,29.25,,70.671,63.0113,46.257,30.1,83.088,47.4138,,51.0606,62.1639,,,,,,,,,,,94.92,164.6679,,,300.621,147.0,76.9829,,139.7832,34.5411,,,,,,22.89,12.3893,,12.88,35.142,12.5286,22.288,53.44
2018-01-03,10443.2001953125,,147.71,149.901,116.7761,57.653,130.47,24.846,13.748,,55.2263,67.39,134.1774,128.0004,209.714,50.98,10.38,22.41,189.41,33.47,,86.0765,,,,,,44.3118,47.38,48.38,121.9765,184.15,48.37,,18.62,,63.0769,41.4223,59.71,48.195,561.923,556.118,356.12,42.763,16.921,18.0164,68.9277,94.7677,149.8325,18.3812,728.26,10.09,124.03,39.053,649.175,,33.337,26.9158,,23.393,13.61,28.4852,48.4494,,129.8817,58.493,26.37,,22.978,41.3747,87.521,29.58,,51.372,33.6983,137.0089,,,49.2462,11.4623,,15.67,,69.0921,,445.13,,97.59,229.196,112.243,335.24,118.705,52.771,614.7387,39.8987,225.2055,212.5857,221.17,25.1,22.51,200.499,461.9021,461.773,40.59,224.293,48.025,33.1707,160.92,38.599,50.4912,115.876,336.24,34.27,58.136,1019.5862,59.993,107.28,41.804,,27.8082,1212.6613,15.88,20.88,57.3819,86.7489,151.1513,18.2947,31.3715,263.4417,25.9495,,,,280.31,,97.247,180.8881,,,,93.5299,100.2888,,,88.8656,,,,27.3213,,,,,,60.67,,266.4992,15.0392,16.9662,36.66,,33.423,70.5892,17.9598,,,,142.6883,131.546,8.9051,43.7873,221.79,119.8988,47.37,50.4468,11.1539,44.5844,29.36,,71.56,63.2851,46.629,30.24,83.571,47.8757,,51.1398,63.5566,,,,,,,,,,,95.0646,166.0364,,,301.188,146.9,77.0948,,140.472,34.6243,,,,,,22.93,12.4914,,12.89,35.179,12.5438,22.514,53.59
2018-01-04,10504.7998046875,,148.21,150.704,117.0678,58.16,131.1,24.959,13.831,,55.609,67.66,135.0331,128.6704,210.7089,51.15,10.4,22.46,191.3,33.54,,86.9928,,,,,,44.4431,47.62,48.63,123.454,185.81,48.403,,18.75,,63.4288,41.5942,59.85,48.639,564.1099,561.1,358.43,42.963,17.058,18.12,69.5661,95.4992,151.2196,18.5578,733.72,10.13,124.54,39.423,657.416,,33.522,27.1255,,23.497,13.67,28.6697,48.7196,,130.5016,58.9131,26.48,,23.161,41.5539,87.979,29.82,,51.7889,33.7638,137.5295,,,49.3368,11.5321,,15.74,,69.1134,,447.54,,98.3,231.4,112.908,337.68,119.493,53.228,621.0381,40.084,226.9752,214.2218,222.74,25.17,22.55,202.296,464.8046,466.575,40.8,225.576,48.406,33.4834,161.91,38.8748,50.8798,116.4569,338.44,34.32,58.68,1024.5036,60.48,108.14,42.178,,27.8786,1221.6612,15.98,21.02,57.6285,87.7554,152.6775,18.4013,31.4444,264.7326,25.9908,,,,282.28,,98.5,182.1646,,,,94.0801,100.876,,,89.3842,,,,27.6013,,,,,,61.04,,267.9322,15.2294,17.0246,36.83,,33.629,70.9403,18.1076,,,,143.9889,132.583,8.9876,44.0086,221.72,120.2792,47.24,50.5397,11.15,44.8353,29.46,,72.393,63.6511,47.252,30.6,84.454,48.3137,,51.1872,64.2559,,,,,,,,,,,95.4519,167.1231,,,303.033,148.05,77.6645,,141.5677,34.6238,,,,,,22.98,12.4823,,12.91,35.277,12.5772,22.873,53.74
2018-01-05,10558.849609375,,148.79,151.895,117.8213,58.227,131.53,25.127,13.917,,55.9749,67.91,136.2807,129.2997,212.1107,51.35,10.45,22.58,191.523,33.68,,87.792,,,,,,44.5471,47.94,49.051,124.4553,186.98,48.8427,,18.83,,63.5184,42.1089,60.05,49.059,568.8318,562.458,359.85,43.373,17.205,18.2428,69.8627,96.4587,152.5992,18.6944,740.33,10.21,124.98,39.847,659.328,,33.762,27.4373,,23.683,13.77,28.6609,49.1869,,132.5443,59.1838,26.84,,23.354,41.7561,88.172,29.84,,52.1679,33.9477,138.7819,,,49.5853,11.5572,,15.79,,69.4561,,450.97,,98.75,232.681,112.984,338.88,120.213,53.925,622.7978,40.2729,228.4967,215.5646,224.02,25.41,22.66,204.236,468.4265,467.559,41.01,227.034,48.79,33.7139,163.03,39.0373,51.1987,117.1673,340.47,34.67,59.364,1034.3539,61.134,109.32,42.611,,28.1746,1230.571,16.04,21.1,57.9614,88.0742,153.9097,18.4774,31.4758,265.5675,26.0265,,,,283.5,,99.2655,183.8948,,,,94.5628,101.391,,,89.8408,,,,27.9405,,,,,,61.83,,269.8499,15.4061,17.2376,37.22,,33.915,72.0465,18.3088,,,,144.2852,132.9674,9.0302,44.2962,223.59,121.8712,47.24,50.7591,11.262,45.1882,29.67,,72.96,64.2174,47.39,30.63,85.396,48.8764,,51.2558,65.2645,,,,,,,,,,,95.756,168.3672,,,304.535,148.13,78.1092,,143.2136,34.6983,,,,,,23.16,12.6299,,12.93,35.322,12.6098,22.941,54.09
2018-01-08,10623.599609375,,149.44,152.739,118.0913,58.657,131.86,25.254,13.96,,56.1795,68.04,136.8011,129.4033,213.0224,51.47,10.49,22.74,192.631,33.74,,88.1961,,,,,,44.6031,48.24,49.316,124.929,188.93,49.1908,,18.98,,64.0515,42.2545,60.31,49.383,570.5453,564.995,361.92,43.6,17.271,18.4054,70.0345,96.9858,153.3251,18.795,743.22,10.23,125.68,40.154,663.675,,34.02,27.6892,,23.8013,13.82,28.7899,49.4762,,133.5038,59.5775,26.98,,23.512,41.854,88.644,30.01,,52.6115,34.091,138.7961,,,49.675,11.5543,,15.75,,69.4369,,452.49,,99.32,233.978,113.695,340.73,120.91,54.116,623.7164,40.3868,228.9436,216.2901,225.51,25.5,22.8,205.734,470.591,470.267,41.18,228.626,48.972,33.9178,163.87,39.3426,51.371,117.8091,342.89,34.75,59.717,1040.0501,61.46,110.2,42.838,,28.1194,1235.9147,16.11,21.19,58.3623,88.5518,154.625,18.4667,31.5762,266.3999,26.0622,,,,284.96,,100.1777,184.4729,,,,95.124,102.0025,,,90.3842,,,,28.1308,,,,,,62.23,,271.856,15.5667,17.3374,37.45,,34.002,72.6963,18.3164,,,,145.3267,133.6884,9.1476,44.1461,224.68,122.6281,47.93,51.2791,11.3548,45.6194,29.73,,73.293,64.6632,47.77,30.65,85.907,49.4137,,51.2447,65.4467,,,,,,,,,,,96.2855,169.0906,,,305.998,149.08,79.3986,,143.8544,34.6872,,,,,,23.15,12.6599,,12.94,35.388,12.6521,23.212,54.19
2018-01-09,10637.0,,149.32,152.629,118.0239,58.657,131.75,25.245,13.947,,56.2578,68.01,136.8932,129.1256,212.7996,51.47,10.48,22.69,192.928,33.74,,88.2442,,,,,,44.5284,48.18,49.2,124.5635,188.73,49.3131,,18.94,,64.099,42.1684,60.26,49.355,570.4719,564.783,361.5,43.597,17.343,18.2759,69.9037,97.0678,152.9553,18.743,742.23,10.22,125.61,40.1,662.927,,33.972,27.5183,,23.8074,13.83,28.8796,49.3123,,133.3625,59.5646,26.86,,23.445,41.7355,88.461,30.06,,52.6284,34.0346,138.8053,,,49.6956,11.5752,,15.7,,69.3851,,451.59,,99.35,233.633,113.72,340.59,120.652,54.261,623.7198,40.3008,227.9998,216.6131,225.33,25.42,22.77,205.333,469.857,470.689,41.12,228.293,48.967,33.8139,164.02,39.3019,51.4477,117.673,342.45,34.63,59.645,1039.7196,61.38,109.75,42.737,,28.0984,1232.9222,16.13,21.22,58.414,88.6912,154.1425,18.4449,31.5323,266.4027,26.0528,,,,284.67,,99.6694,184.661,,,,95.242,102.1283,,,90.4985,,,,28.012,,,,,,62.2,,271.8747,15.509,17.4264,37.39,,34.212,73.0197,18.2537,,,,144.5601,132.866,9.0705,44.0588,225.09,122.3425,47.83,51.265,11.3906,45.5271,29.68,,73.413,64.7864,47.722,30.52,85.591,49.402,,51.293,65.0957,,,,,,,,,,,95.9567,168.6199,,,306.319,149.07,79.3069,,144.1814,34.7186,,,,,,23.3,12.7102,,12.94,35.373,12.6508,23.058,53.93
2018-01-10,10632.2001953125,,149.25,152.328,117.6018,58.434,131.39,25.169,13.928,,56.1182,68.08,136.534,129.0958,212.5878,51.41,10.46,22.64,192.622,33.72,,88.1059,,,,,,44.3754,48.24,49.098,125.1388,188.14,49.4116,,18.92,,64.3324,42.2378,60.39,49.194,567.9339,562.865,361.95,43.536,17.303,18.2331,69.5279,96.8134,152.6409,18.6993,739.65,10.19,125.65,40.136,662.35,,33.892,27.456,,23.8692,13.82,28.7355,49.3382,,133.1986,59.3544,26.8,,23.366,41.5152,87.996,29.98,,52.5168,33.9144,138.7134,,,49.6018,11.6441,,15.68,,69.2246,,449.44,,99.34,233.027,113.36,340.28,120.378,54.053,621.1294,40.1307,227.3982,216.6149,224.4,25.35,22.8,204.514,468.3489,469.898,41.06,227.743,48.866,33.6838,163.8,39.1657,51.4481,117.6378,340.65,34.54,59.626,1035.8351,61.2,109.53,42.7,,27.8075,1226.7706,16.1,21.17,58.2317,88.4534,154.1405,18.4328,31.5056,266.4817,26.0606,,,,284.69,,99.1854,184.0091,,,,95.1981,102.0745,,,90.4474,,,,27.9649,,,,,,61.81,,270.1245,15.4111,17.3075,37.35,,34.26,72.4206,18.2008,,,,144.0205,132.8066,9.0817,43.845,225.37,122.7634,48.34,51.8681,11.5824,45.4056,29.64,,73.277,64.4572,47.768,30.48,85.385,49.3737,,51.1302,65.0845,,,,,,,,,,,95.9706,168.3329,,,305.974,149.26,78.9048,,143.4188,34.6179,,,,,,23.46,12.7167,,12.94,35.322,12.6511,22.941,54.17
2018-01-11,10651.2001953125,,149.36,152.44,117.8191,58.51,131.52,25.188,13.945,,56.2442,68.14,136.9258,129.3758,212.6448,51.45,10.47,22.68,192.71,33.73,,88.2415,,,,,,44.3908,48.25,49.184,125.5194,188.06,49.537,,18.98,,64.3822,42.3309,60.43,49.242,569.6514,562.574,363.26,43.524,17.302,18.2892,69.5059,97.0061,153.0884,18.7563,740.5,10.21,125.82,40.13,663.892,,33.877,27.5364,,23.8568,13.84,28.7247,49.4327,,133.4385,59.4908,26.85,,23.35,41.6194,88.108,30.05,,52.526,33.9707,138.9791,,,49.6301,11.6614,,15.68,,69.2118,,449.25,,99.46,233.173,113.269,340.98,120.325,54.041,620.5946,40.1879,227.9939,216.9456,224.9,25.42,22.82,204.405,470.1529,470.549,41.11,227.89,48.933,33.7659,163.99,39.2019,51.5267,117.7674,340.87,34.48,59.61,1038.8211,61.272,109.33,42.735,,27.8405,1228.9229,16.14,21.23,58.455,88.3397,154.5514,18.5462,31.4978,266.8177,26.0453,,,,285.39,,99.5733,184.2761,,,,95.3671,102.2534,,,90.6063,,,,27.9364,,,,,,61.9,,270.2018,15.4646,17.3871,37.37,,34.187,72.5126,18.2855,,,,144.7824,133.076,9.0936,43.9215,225.67,122.8995,48.79,52.2063,11.6773,45.5562,29.59,,73.351,64.5099,47.899,30.49,85.373,49.6022,,51.2117,65.1827,,,,,,,,,,,96.2807,168.852,,,307.055,149.24,79.0439,,143.7328,34.6352,,,,,,23.6,12.7711,,12.94,35.351,12.6554,23.067,54.0
2018-01-12,10681.25,,149.49,152.572,117.7762,58.565,131.67,25.221,13.973,,56.3189,68.26,137.361,129.5059,212.9711,51.43,10.47,22.71,192.953,33.71,,88.5843,,,,,,44.3694,48.48,49.275,125.3978,189.15,49.7308,,19.02,,64.5866,42.4824,60.42,49.272,569.3893,564.01,365.28,43.56,17.368,18.3296,69.6423,97.3307,153.3789,18.7886,741.41,10.21,125.95,40.174,665.556,,33.932,27.5656,,23.9322,13.9,28.7097,49.4743,,133.1952,59.6228,26.84,,23.395,41.7512,87.877,29.99,,52.4996,34.0863,138.7706,,,49.683,11.6758,,15.74,,69.2405,,449.84,,99.26,233.519,113.734,341.66,120.645,54.233,623.1262,40.3058,228.4765,217.5521,225.49,25.44,22.84,204.962,470.2508,471.424,41.19,228.92,49.078,33.8183,164.57,39.2138,51.6707,118.0605,341.28,34.56,59.591,1039.019,61.258,109.46,42.733,,27.8634,1227.6043,16.23,21.35,58.4485,88.2405,154.3793,18.6445,31.4825,267.0662,26.0357,,,,286.78,,99.8198,184.3125,,,,95.6336,102.5383,,,90.8626,,,,27.9437,,,,,,62.13,,270.8911,15.5113,17.3515,37.46,,34.259,73.0087,18.2784,,,,144.5547,133.0354,9.0624,44.0308,224.81,122.3123,48.83,52.3643,11.7031,45.6333,29.65,,73.367,64.5449,47.964,30.56,85.468,49.5703,,51.236,65.2321,,,,,,,,,,,96.5671,169.5102,,,307.822,149.31,79.0799,,143.9454,34.6304,,,,,,23.68,12.8032,,12.94,35.402,12.6664,23.154,53.93
2018-01-15,10741.5498046875,,149.94,152.322,117.7669,58.731,132.03,25.242,14.035,,56.6471,68.41,137.4491,129.5399,213.3822,51.47,10.49,22.76,193.741,33.68,,89.1638,,,,,,44.4314,48.76,49.27,125.6848,190.01,49.6411,,19.03,,64.7179,42.5569,60.77,49.381,569.788,564.723,365.56,43.562,17.47,18.409,69.8469,97.572,153.6107,18.7927,742.77,10.2,126.46,40.123,668.387,,34.034,27.6953,,23.953,13.93,28.5612,49.492,,133.1481,59.7348,26.95,,23.462,41.8461,88.035,29.85,,52.7912,34.0989,139.0161,,,49.8168,11.7097,,15.71,,69.3627,,448.71,,99.21,233.698,114.073,341.93,120.809,54.332,626.1584,40.3439,229.0422,218.1106,225.95,25.57,22.96,205.611,470.6408,473.82,41.27,229.469,49.348,33.8923,165.53,39.3123,51.8033,118.1433,340.03,34.61,59.727,1036.5665,61.255,109.5,42.658,,27.7076,1230.2126,16.23,21.34,58.5381,87.9079,153.7863,18.6994,31.4879,267.7411,26.0458,,,,287.32,,100.1562,184.9738,,,,96.1693,103.1068,,,91.3695,,,,27.8845,,,,,,62.75,,274.6035,15.7625,17.5305,37.68,,34.346,73.3517,18.2224,,,,143.7905,132.6375,9.0281,44.1121,224.23,122.4409,48.58,52.1133,11.6262,45.8929,29.54,,73.292,64.6869,48.012,30.73,85.198,49.8026,,51.2875,65.4095,,,,,,,,,,,96.8637,169.6912,,,308.301,149.15,79.3803,,144.0419,34.6479,,,,,,,,,12.95,35.449,12.6854,23.187,54.01
